delta,group,gt_area,iou1,iou2,iou3,key,scene,top1_area_over_gt,union3_area_over_gt,union3_intrusion_other_gt_fraction,variant,view
0.0,training,1504,0.05556939945178171,0.04554628632938644,0.03803798179570738,18009,scene0009_00,7.449468085106383,11.283909574468085,0.23628542808320074,g0_step6000,3
0.02609123033431407,training,12316,0.23802565351518104,0.2641168838494951,0.20679998563888988,20017,scene0009_00,0.2382266969795388,1.7292140305293926,0.03141287505282434,g0_step6000,3
0.21976472648207002,training,16505,0.4114374939006539,0.6312022203827239,0.5076290073718498,5010,scene0001_01,0.7525598303544381,1.664041199636474,0.1973420717276534,g0_step6000,2
0.0,training,5775,0.3919115757004541,0.2849648191581286,0.21820501914079116,5018,scene0001_01,1.812987012987013,3.4633766233766234,0.5936203189840508,g0_step6000,2
0.0,training,12691,0.38567839195979897,0.3356257216003213,0.3288903090336422,6002,scene0001_01,0.3905917579386967,1.2939090694192734,0.055721332440168074,g0_step6000,2
0.0,training,915,0.10213193436767497,0.06575165277378557,0.05202706544606812,7006,scene0001_01,9.791256830601093,19.220765027322404,0.3802240291124126,g0_step6000,2
0.0,training,149,0.0002618486514794449,0.00011394712853236098,7.49063670411985e-05,7007,scene0001_01,24.63758389261745,88.60402684563758,0.7185274958339646,g0_step6000,2
0.2828618584886666,training,16394,0.36380090497737555,0.6466627634660421,0.511572720707088,5010,scene0001_01,0.654629742588752,1.680980846651214,0.21608970172000871,g0_step6000,3
0.0,training,6389,0.3814321398834305,0.2782886404933649,0.17634624714117403,5018,scene0001_01,1.5968070120519644,4.313351072155267,0.5711952971913782,g0_step6000,3
0.0,training,11064,0.4390860652036485,0.36870283170999163,0.34072670530539456,6002,scene0001_01,0.4402566883586406,1.1744396240057846,0.0,g0_step6000,3
0.00017730980958224896,training,724,0.01999008755988766,0.02016739736946991,0.01978881501759875,7007,scene0001_01,7.527624309392265,17.00828729281768,0.5271235991554328,g0_step6000,3
